source_label,text
oclar_1star,خدمه سئيه جدا جدا جدا لا انصح به لانه في زوماتو يوجد خدمه التوصيل على حارة حريك حيث تم طلب طلبيه ولك يتم ايصالها والقول بان الحد الاقصى كاليري سمعان والذي يبعد دقيقه على الدراجه الناريه، نامل ايصال هذه الملاحظه للسيد محمد العزيري شكرا والغاء خدمه الدلفري من زوماتو لانه لا يتم التوصيل.
oclar_1star,طلوب اليوم وتعشا بكرا ، ساعتين ليوصل الطلب وهيدي اذا وصل بساعتين ما بنصح حدن مخور او جوعان يطلب من المطعم هيدا بيموت الجوع  وما بياكل وكل ما تتصل فيهن لتشوف وين صار الطلب بيقولولك انتا شو طالب سندويش لبني ان هيدا اوردر الصبح . بيضحكو
oclar_1star,عندي ملاحظة زغيري ليش لموظفين ما بيضحكو للرغيف سخن و بضلن يجئوررو بالعالم و في بنت سمرا و ناصحة وقصيري شوي بضل عم تجئر بالزباين لأفضل انو تعلموا كيف تعامل لعالم قبل ما تشتغل بي مطعم
oclar_1star,"مرحبا , تعليقي موجه لادارة المطعم : للاسف الشديد السرفس عدم شرعي يعني الويتر ماخصو وماعنده خبرة بشي لا بأخد الطلب ولا بلخدمة , منجي للشق التاني وهو نوعية الاكل : طلبنا كرسبي ساندوش وبرغر وطاووق و صحن عرايس وعلبتين بطاطا مقلية وطبعا جابو البطاطا المقلية اول شي وتأخرو شي نص ساعة بلباقي ,البرغر وصلت اللحمة مفحمة وسودا وطبعا ناشفة , الكرسبي ماشي حالها , صحن العرايس يعني ياريت صورت الصحن , والله حتى الشحاد بلشارع بتستحي تقدمله العرايس محروقين , ماعم افهم الويتر كيف اله عين يجيب الصحن , ولو مابدها خبرة بدها بس تحطو اشخاص مناسبين بلمكان المناسب....للاسف دفعنا الحساب وتركنا الاكل ولغينا صحن العرايس من حتى يتبدل...."
oclar_1star,I will be polite and friendly اليوم الساعة ١١:١١ مساءً طلبت ٢ سندويش لحمة شقف ، الموظف شال سيخين اللحمة من البراد لونن كان رمادي غامق ، اوقفته واسترجعت نقودي بوجود المدير ولم اتلقى كلمة إعتذار وكأنني انا المخطئ
oclar_2star,الاكل كسرعة ايصاله و طريقة توضيبه و عرضه ممتازة بس !!! للاسف السجق كتييير طيبة اما اللحمة و الدجاج ابداا ما طبيين بعكس الصور بصراحة اشتهينا الصور بس طلعت بالعكس
oclar_2star,لا بأس
oclar_1star,المحل حلو.. مرتب بس اليوم الافطار كان لاربع اشخاص .. ٤ اشخاص ب ٢٧$ يعني ١٦٢ الف وبالمازة قرصين كبة مقصوصين بالنص يعني ٤ نصاص نص قرص لكل شخص و٤ رقاقات و٤ سبانخ وملعقتين حمص وبدي افهم اذا نزل شخص واحد كيف بينزلو قائمة رمضان؟.. القهوة ضمن قائمة رمضان ودفعنا حقها عجنب وجايبين غاتو ضل ٣ ساعات برا البراد واجا سايح.. المسؤولة عن الاستضافة كانت لئيمة لان طلبنا نغير طاولة بعد الافطار لان جايي عدد اكبر.. تنين منا انكب علين قهوة ومنفضة من الوايتر.. كانت تجربة مجرصة خصوصي انو جايبين ناس من طرابلس لنفرجي المحل قديش حلو..تسود وجنا
oclar_1star,كتير غالي ، طلبنا حلو و نيسكافيه ب ٣٤٠٠٠ ، ما في كل أنواع الأكل ، و لا المشروبات !! بس خرج أرغيله ، لازم يتسمى قهوة فريد ، اختنقنا من ريحة الأراغيل و الدخان !!
oclar_1star,مرحبا...عفوا بس رغم انو المكان مقبول شوي كمنظر وكجو من موسيقى بس الخدمة جداً سيئة وبطيئة جداً يعني بدك تبحبش على حدا ياخد منك الطلب وشكراً..
oclar_1star,شهادة بدها ٧ سنين لتطلع. لو عم شقف الشجرة وصنعها وأعملها شهادة كنت خلصت من زمان !
oclar_2star,من حقنا يكون عنا ملعب ميني فوتبول بمواصفات جيده  ومن حقنا بفريق لكليه ينافس باقي الكليات وباقي الجامعات
oclar_2star,انا زرت مطعم الجواد وتفاجأت ان لائحة الاسعار مختلفة كليا عن zomato واغلى والوجبة ليست كريمة الكمية قليلة بالمقارنة مع السعر ولن أعيد ا زيارته
oclar_1star,أفشل مطعم بحياتي ممكن شوفه من الإدارة و الأراجيل و المعاملة و الموسيقى و لو في صفر كنت حاطيت صفر بدل ال ١ .... أرجيلة ما بتنشرب و ٣ كابتشينو من بعد ساعة و نص و طلبنا الحساب لإجووو .... حرام هيك مطعم يكون في هيك إدارة
oclar_1star,مابيردوا على الإتصالات، ممكن تتصل لمدة ساعة و نص و ما حدا يرد ، مش اول مرة بتصير معي. ممكن تكون عازم حدا و يفشلوك لسبب غير معروف، كنت زبون و هلق الحمدالله بطلت.
oclar_1star,الطرطور في الشاورما فاسد اشعرني بالغثيان طعمه جدا مقزز لا يطاق اسوء طبق شاورما في لبنان حتى انني لم اتمكن من بلع لقمة واحدة تدني في مستوى الطهي لا ادري استهتار من الادارة ام سوء تخزين 🤢🤢🤢🤢🤢
oclar_1star,من اسوء المطاعم في بيروت رحنا نعمل عيد ميلاد صاحبنا بهالمطعم و كنا ٥ اشخاص و اخدين معنا ٥ قطع كاتو سواريه gluten free لأن صاحبنا عنده حساسية من القمح و ما بيسوا ياكل شو ما كان المهم بالأول طلبنا اراغيل لبعد شي ٢٠ دقيقة توصلو .. رجعنا طلبنا من menu مشروبات و خبريات لبعد نصف ساعة بالضبط لنزلت الطلبية و يا ريت كانت صح، بتطلب بارد بينزلك سخن و اكتر من مرة يشيل و يحط مش عارف الطلبية الصح عدا عن الموظفين ما عندهم خبرة لا بالاكل و لا بالخدمة و تيجي لعندك لازم يكون عندك واسطة تيقرّب ع طاولتك. منوصل للكاتو، منقللو عمول معروف بدنا ه صحون كرمال نقدر ناكل الكاتو، فبغيييييب اكتر من ٢٠ دقيقة و بيجي بخبرنا بدو ٥٠٠٠ ليرة خدمة عكل صحن! هيدا غير الفاتورة الكلها غلط بغلط ، شايل اشيا و زايد اشيا يعني بالمختصر المفيد اسوء مطعم ببيروت و حرام هيك موقع حلو بهيك مطعم اقل من المستوى
oclar_1star,كان معا حق الماما ما في أطيب من عروس لبنة بل بيت
oclar_1star,كنا امبارح . المكان مقبول . الاكل محدود جدا و غير لذيذ . الارز ليس ارز اورينتال. و اللحم ليس لحم لكن بلاستيك . الصوص لا دخل له باي صوص اسيوي لا من قريب او من بعيد . العمال مهضومين كتير لكن دون اي نوع من الخبره . صاحب المحل ليس له دخل في الاتيكيت . كان معنا ولاد اول مره بفوتوا عمحل من هذا النوع . لقد سكبوا صحن واحد بكلفة ٢٠$ . و الاحسن من هذا انه بده يشررج عالصحن يللي لم ياكل. نحن اتينا من الخارج و في المره الاولى اشعر هذه المعامله في لبنان او خارجه. كان يرافقنا اجانب و كانوا الاولاد يترجمون لهم ما حصل .و لم يصدقوا . بعد ان زاروا معنا عدة مطاعم ف لبنان من مستوى اعلى و من مستوى اقل بكثير كلفة و اناقه . لكن اول مره نعامل بهذه الطريقه . صاحب المحل اجبر احد العاملين ان يقف وراء طاولتنا و بصوت عالي يامر العامل ان يحصى عددنا. اف اف اف . لم ارى معامله كهذه مع الزبائن ق اي بلد لا في العالم الاول ولا في العالم الثالث
oclar_1star,"اتصلت بهم اليوم لأطلب الصحن اليومي واخترت ""الغمة"" كانت الساعة ١:٣٠ وطلبتان تأتي الطلبية ٢:١٥. اتت الطلبية ٢:٣٥ ولم تكن غمة بل كانت ""كبة"" اتصلت لأبلغهم ذلك فسمعت ضحكات مجموعة من الموظفين وأقفل الخط.  احسن حظي كان موظف التوصيل ما ذال موجود فرددت الطلبية معه وعاد عند ٣:١٥ مع الغمة. كل هذا ولم اسمع منهم اي اعتذار أو تفسير. النتيجة خسروا زبونا"
oclar_2star,المطعم يطل على مناظر جميلة من جهتين / صعب الوصول اليه من المرة الأولى / لائحة الطعام متنوعة وغنية / الطعام متوسط النكهة / الخدمة سيئة للغاية / الأسعار عالية بعض الشيء
oclar_1star,اسوأ محل ممكن انو واحد يجربو ... اول شي لازم ينعمل training للموظفين كيف يحكو مع العالم . تاني شي بس واحد يفوت لعندكن عالمطعم ما بتجو بتقولولو لازم يطلع حسابك 50$ و طلوووووع هيدا الشي عيب و بس نسأل عن السبب يخبرنا الشب انو جايبين موظفين اكسترا بدنا ندفعلن nowayyyyyyyyyyyyyyyyy
oclar_1star,بتطلب شاورما و علبة بطاطا بتوصل الشاورما بلا البطاطا بتدفع حق الشاورما والبطاطا بتتصل فيهم بتقلك يالله حنبعتلك بتوصل البطاطا بعد ٤٠ دقيقة بردانة…
oclar_1star,يا عيب شوم على هيك customer service متل كأنو الواحد عام يشحد من عندكن مافي أبداً ترتيب بالتعامل مع زبون ولا حتى نبرة ولا اخلاق بالحكي كلو تدفيش بتدفيش وديليفري مش عرف حالو إذا بلبنان أو بكوالالمبور 20 مكالمة لا يستدل عل عنوان وبالأخر بضل ساعة ونص لا يجي الأكل متلج ومتل كأنك عام تاكل خشب صراحة حرام على هيك محل يكون عندو هيك customer service وهيك معامله لازم توظف ناس ترفع من قيمة المحل مش تبهدلو قدام ناس راقبو اتصالاتكٌم وشوفو كيف عام يتعاملو موظفينكن مع الناس وكمان شغله بيجي ديليفري معو طلبية حامل بجيبتو000 100 مندون صرافة ما معو غيرا وكان إلو ساعة ونص على طريق  It was a very bad 
oclar_2star,أطيب لقمة عند poule d'or وأحلا قعدة ونضافة وترتيب واحلا خدمة الله يوفقكن يا رب أطيب شاورما وفروج ومشاوي وسندويشات وارتب صالة فروج ني بلبنان  بيلبقلكن لانكن ولا مرة عاملتونا انو زبونات عطول بنحس المطعم النا
oclar_1star,خدمة ضعيفة جداً وتأخّرٌ في تسليم الطلبات.طاقم عمل ينقصه الخبرة في خدمة الزبائن أما بالنسبة لنوعيّة الطعام فلا بأس بها.يجب عليهم إعادة النظر بالأسعار
oclar_1star,الموظفة الموجودة على الصندوق بتاريخ ٧/٩/٢٠١٨ الساعة ١٧.٠٠ غير لائقة وتتحدث بطريقة مقززة مع الزبائن وكأنها تعمل غصبا عنها في المطعم..........
oclar_1star,I was poisonned!!!! ( dahye branch ) NOT RECOMMENDED طلبت سندويش شاورما دجاج عالبيت و كانت كتير طيبة لدرجة حسيت حالي بالجنة بس بعد شي ساعتين صرت بجهنم و كأني اكلت التفاحة اللي الله قلو لآدم لا تقربها !!! تسممت و لو ما لحقت حالي بدوا قوي كتير كنت فتت مستشفى من الوجع اللي صابني !!! اخر مرة بطلب من عندكن ! مع انو اخواتي دايما بيطلبو  و الحمدلله ما بيصرلن شي يمكن صار عندن مناعة ! I ordered a chicken shawarma sandwich from the dahye branch i was so satifstied that it came fast it was very delicious BUT ! 2 hours later ( aprox) i started to feel VERY BAD STOMACHACHE and it was getting worse i started swetting and lost my power but i took a very strong medicine and everything was okay later !
oclar_1star,"Very bad place, while it looks nice! service is not good at all, the most horible see food soup is served in that place, waiters are not paying attention, expensive! I informed the waiters that I don't like thr food, they didn't take any action! I asked to meet with the manager, tgey refused!! Generally not recommended at all! المطعم غير جيد بالمرة.. لديهم أسوأ شوربة ثمار البحر على الإطلاق . خدمة العملاء سيئة جداً.. أبلغتهم بأن الطعام لم يعجبني فلم يكن لهم أي رد فعل.. طلبت مقابلة المدير رفضوا!! بالإضافة لأن المطعم غالي بلا مبرر!"
oclar_1star,الموقع جيد و ما عدا ذلك لا انصح بارتياده .اسعار مرتفعة جدا و نوعية الطعام عادية.المكان غير مريح على الإطلاق.الطاولات متلاصقة بشكل مزعج و كان المطلوب استقبال اكبر عدد عَل حساب راحة الزبائن و نوعية الخدمة
oclar_1star,لقد طلبت ابنتي من عندكم وجبه غداء شاورما تركيه ولقد تسممت واصابتها حاله من الاستفراغ والاسهال الشديد ولا انصح احد ان ياكل من عندكم يعني متل ما بقولو كول وموت
oclar_1star,سيء جدا أكلنا من عندو اول يوم العيد سوده و تسممنا و كلنا بالمستشفى 3 أشخاص مع العلم انو كان جيد . و تقدمنا بشكوى لوزارة الصحة. .............
oclar_2star,ازدحام
oclar_2star,جيد
oclar_1star,حلوووو
oclar_1star,عاطل
oclar_1star,أنا لا أكره هذا المكان
oclar_1star,ليسن فيها اهتمام كثير
oclar_1star,حتى انتو عندكن وسايط الله يعينو السيد بس
oclar_2star,شي بيشبه المحطه
oclar_2star,روووووووعه
oclar_2star,ما في ابشع من هيك 
oclar_2star,المطعم يقدم الماكولات البحريه ولكن الاسعار خياليه ومبالغ فيها لم يعجبني الاكل
oclar_2star,خدمه ممتازه وأكل لذيذ ... النقطه السلبيه هو مدخني الاراكيل والسكاير المزعجين ...حبذا لو لايسمح للمدخن التدخين داخل القاعه...وشمرا
oclar_2star,الطعام المقلي سيء جداً وطعمة الزيت 😣😣😣 ولكن السمك المشوي كان رائع والفتوش لا بأس به ولكن يجب التحسين اكثر
oclar_2star,الطعام المقلي سيء جداً وطعمة الزيت 😣😣😣 ولكن السمك المشوي كان رائع والفتوش لا بأس به ولكن يجب التحسين اكثر
oclar_1star,عادي 
oclar_2star,العمالة اللبنانية منقرضة و الشاورما غير ناضجة و الخدمة صفر
oclar_2star,لا تعليق
oclar_1star,مكان عادي جدا
oclar_1star,حلويات ليست بلجودة ويجود شوفت حال 
oclar_1star,حلويات ليست بلجودة ويجود شوفت حال 
oclar_2star,نااايس
oclar_2star,لبنان
oclar_1star,عادي
oclar_1star,كلو زباله وخدمه زفت وريحتو طالعه
oclar_1star,يا زم شو هاد 
oclar_1star,حتيت
oclar_1star,منطقة مهملة وغير نظيفة
oclar_2star,جيد
oclar_1star,الاسعار غالية كتير
oclar_1star,جميله
oclar_2star,الاكل غير لذيذ والخدمه بطيئه والمعامله غير مريحه الحديقه جميله لكن السيارات مزعجه لاتشعر بلهدوء لكن العاب الاطفال ممتعه بلنسبه لهم امان وفرح لكن من الافضل تغيير مكان الحديقه عن الشارع اذا كان ممكن
oclar_2star,الاكل غير لذيذ والخدمه بطيئه والمعامله غير مريحه الحديقه جميله لكن السيارات مزعجه لاتشعر بلهدوء لكن العاب الاطفال ممتعه بلنسبه لهم امان وفرح لكن من الافضل تغيير مكان الحديقه عن الشارع اذا كان ممكن 
oclar_1star,بحاجة الى توظيف اكبر عدد من اللبنانيين
oclar_1star,مو زياده ول اكل كلو بارد وخدمه مو منيحا انا بنصح لالالا
oclar_1star,تمام
oclar_1star,كان من قبل جيد
oclar_2star,محل شعبي جدا وجربت من عنده الدجاج المقلي وكان لازال الدجاج نيئ 😣😣
oclar_1star,مكان ظريف
oclar_1star,خدمه دلفيريه شي سيئ كتير
oclar_1star,سيئه
oclar_1star,لانه غير نظيف وا الاطباق وسخة
oclar_1star,ﻻ يوجد ادارة جيدة
oclar_1star,الخدمة بطيئة
oclar_1star,سيئ
oclar_1star,طريقة التعامل
oclar_2star,بيروت
oclar_1star,نعم مطعم جيد وخدمته سريعه
oclar_2star,ليس كما يجب
oclar_1star,مطعم زفتتت أنا بدق لعندون عشان اطلب أكل بيرفضو لأني قاعد بالليلكي!!!!!!!!!!!! شو هيدا المطعم يللي بيرفض يبعت دليفري !!!!!!!!!
oclar_2star,حماة
oclar_2star,عجبني
oclar_1star,الصراحة ولا شيء سوا الصراحة المكان جميل ولكن الطعام من معظم الاصناف لا طعم كم يجب وبالمناسبة انا لا احب سوى الطعام لا يهمني سوى بطني
oclar_2star,امنعو التدخين في المطاعم كما هنا في اوروبا،االدخان شى قرف،خاصة في المطاعم،،،على الحكومة اللبنانية منع التدخين في الاماكن العامة بالناس.شئ لا يطاق...قرف
oclar_2star,الأكل ليس غني خدمه بطيئه توقعت الأفضل للأسف..
oclar_2star,مش متل صور
oclar_1star,طعم الجواد أسوأ مطعم أفطرت عنده، حجزت على افطار كل شيء من إل مقبلات للخدمة وحتى الطبق الرئسي نزل بعد ساعة ونص من الافطار‎ ولم كلامنا إل مسئوول كان تعاطيه سيئ 
oclar_1star,انا أكره هذا المكان لانو انا رحت ذات يوم وكرهت اكلو الأكل مش طيب
oclar_1star,لا تخدعكم الصور انه يبيع اطعمة فاسدة انا قد ذهبت اليه قبل سنة ومن ذاك الوقت انا لم اعود اذهب اليه 
oclar_2star,متوسط الحال
oclar_1star,لا بأس بها
oclar_2star,صالة ضيقة مليئة بالزبائن والتدخين
oclar_2star,طلعلي كرتونه بالساندويش ....ولما خبرت المدير ما كان عندو مشكله
oclar_2star,طعم لذيذ
oclar_1star,لا اعلم عنه شيئ
oclar_2star,اطيب شي الفهتا عندو
oclar_1star,سيءة
oclar_2star,لم يعجبني اكلة
oclar_1star,مطعم غالي جدا
oclar_2star,لم يعجبني اكلة
oclar_2star,اكل لزيز 
oclar_1star,اشك في انه مطعم !!
oclar_1star,مريح نظيف غير رسمي تعجبني اطلالته
oclar_1star,غلوجي حرامي ابن حرام مفكر حالو roadster's
oclar_2star,كان المكان هادئ وجميل
oclar_1star,مكان جميل هادئ والخدمة ممتازة والطعام لذيذ ةالأركيلة جدا ممتازة
oclar_1star,Worse place ever. 7500LL coffee made from a Nescafe packet. What a rip off. فنجان قهوة من ظرف نسكافيه ب7500ل.ل. عيب.
oclar_1star,خدمة نجمة واحدة
oclar_1star,طعام متواضع، موظفين جيّدين، منظر جميل ولكن لا يوجد مكان للصلاة؟!!!!!!!!! واللّه عيب
oclar_1star,المكان رائع ولكن الاسعار نار الضيفه في اكواب بلاستك وشراب الورد ما ببستاهل يكون حقو 250 ليرة. من الاخر ما بنصح حداة يزور
oclar_1star,تسممت غذائيا فيه واكله غير نظيف
oclar_2star,الأكل متوسط المستوي ولا يستحق مايدفع له
oclar_2star,الأسعار مش منطقية ... الجلسات متسخه افضل مالديهم كبه لبنيه ولحم بعجين غير شكل 👌🏻
oclar_2star,ارجيلتوا ابدا ماطيبه
oclar_1star,سيئ الخدم
oclar_1star,الشاورما كتير طيبة والسعر مناسب الها بس الخدمة زفت انا وقاعد شفت الويتر عطس بنص الوجبة لي كانت ب إيدو نتمنى تحسين الوضع
oclar_1star,الطعام جيد ولكن الأسعار لا تتناسب مع سكان المنطقة
oclar_1star,اقل من عادي. وخدمة ٠
oclar_1star,اذا حابب يصير معك اسهال كول من عنده
oclar_2star,اقل من عادي.. السمكان حسيته ضيق وقديم..
oclar_1star,مطعم سئ بمعنى الكلمة
oclar_2star,الاستقبال لا بأس الطعام سيئ جداً لا طعم ولا شكل ولا رائحة
oclar_1star,غالي جدا تم طلب عصافير 25 دولار عددها 7 سيئة جدا تم رميها مباشرة لان الطلب سفري
oclar_1star,سمعنا عنو وحبينا نجرب بس للاسف ما حدا عم يرد ع هاتف مش معقول هيك
oclar_1star,أبو علي
oclar_1star,لا انصح احد بتجربته
oclar_1star,الاسعار خيالية وغير معقولة وقائمة الحساب لاتتضمن اي تفاصيل ويخبرونك مقدما ان السعر للشخص الواحد ٦٦ دولار ثم يأتيك الحساب ب١٥٠ دولار عالاقل للشخص الواحد ابدا لا انصح بهذا المطعم
oclar_1star,جيدة
oclar_1star,شيئ جدا وبخيل
oclar_1star,مرتفع السعر سيئة الخدمة
oclar_1star,هاي فلافل فريحه من اطيب الفلافل الفاخره
oclar_1star,ممتاز فلافل بتشهي
oclar_1star,سندويچ لذيذ
oclar_2star,الخدمه سيئه جدا الطلب يتاخر ، ولما تطلب مويه يقعدو ١٠ دقايق عشان يجيبو مويه ، اتمنى تحسين المستوى والخدمه وجودة الاكل .
oclar_2star,سيء جدا
oclar_2star,المنقوشة خلوها اطيب من جبنها
oclar_2star,غالي وليس ب المستوى المطلوب لسمعته
oclar_2star,اللهم صلِ وسلم على نبينا محمد .. سبحان الله وبحمده سبحان الله العظيم
oclar_2star,خدمات و أكل لا ترتقي للسمعة التي اكتيبها
oclar_2star,وجبات سريعة ....وسط
oclar_1star,مكان مزدحم وصغير
oclar_2star,مكان الجلوس غير صحيح ؟ غالي الثمن ولا وجود اكل صحي فقط لحوم وبأسعار غاليه . الشاورمات غير صحيه وطعمها غير جيد ؟
oclar_1star,غالي جدا لازم تبيع عشيرتك حتى تاكل بيه و ظل سدد افلوس الحد ما تموت
oclar_2star,غلاء الأسعار وعدم جودة الطعام
oclar_1star,صجة وعجقة جدآ
oclar_2star,لقمة هنية
oclar_1star,جيد
oclar_2star,يبدو جيدا 
oclar_1star,المكان ليس واسع
oclar_1star,خراة
oclar_2star,مزدحم والطلبات تتاخر كثيرا وجودة الطعام ليست كما كانت (لبعض الاطباق) احد مسؤولي اخذ الطلبات عرض علي الغاء طلبي مرتين لاني سألته ان يساعدنا بتسريع الطلبات التي تاخرت اكثر من نصف ساعة
oclar_1star,غالي واكله عادي
oclar_1star,لا يأكل
oclar_2star,وسط مو زياده بصراحه
oclar_1star,رائع
oclar_2star,مطعم مرتفع الاسعار مقابل خدمة بسيطة
oclar_1star,مغلق
oclar_1star,سد البوشرية
oclar_1star,الخدمة سيئة .. الاكل اسوأ .. طلبنا اكتر من وجبة ولا وحدة قدرنا نخلصها .. الشنكليش و الموزاريلا ستيكس اطيب شي .. الاركيلة بتطفي 10 مرات ليجيبو فحم .. ببساطة هالمحل بس قعدة حلوة عالبحر وانت وحظك بالاركيلة .. المشروبات منوعة و طيبة
oclar_1star,مكان جميل وهادئ وأطلالة رائعة ... جلسنا المرة الأولى في صالة خارجية كان الطاقم جداً محترمين والمرة الثانية في الصالة الداخلية للأسف الطاقم في الصالة الداخلية خلونا نشعر أننا جالسين ببلاش مع العلم أننا أربع اشخاص ودفعنا لا يقل عن ٦٠ دلار فقط أراكيل ومشروبات ... خدمة الصالة الخارجية افضل والختيار صاحب المكان جدا رجل محترم ..
oclar_1star,مايميز المطعم فقط موقعة ،، وولا اكله مشي حالك
oclar_2star,اسوء اكل بلبنان كلو
oclar_2star,ماحبيته وكلهم مو مره زين. يكتفى بمشروبات فقط. لان اطلالته زينه على صخرة الروشه
oclar_1star,الجلسات غير جيدة
oclar_2star,جيد
oclar_1star,للأسف المطعم لايحمل من حضرموت إلا الإسم .. مع جزيل احترامي للأخوه السوريين اصحاب المطعم ، لايجيدون المندي الحضرمي ولا المظبي الحضرمي وليس هناك صله للمطعم بالأكل الحضرمي نهائياً ، مجرد اسم فقط
oclar_1star,من ناحيه الأكل عادي جداً والنكهه الحضرميه مفقوده تماماً يعني فيه مطاعم سوريه يعملو مندي قريب أكثر للنكهه الحضرميه، اما من ناحيه الديكور 0/10 له علاقه بحضرموت مش فاهم ليش تسمي المطعم حضرموت اذا الزبون لما يدخل المطعم ما بيحس بلجو الحضرمي الديكور كله حديث ومافيش أي شي من التراث الحضرمي أو اليمني بشكل عام، يعني المطعم معجون مش مستقرين على شيء ديكور حديث، شويه أشياء بدويه وأغاني عراقيه!! يعني أنا كاحضرمي الموضوع مستفزني جداً ياكونو قد الأسم أو بطلو. وغالي جداً
oclar_2star,مطعم مندي حضرموت - مأكولات شعبية خليجية وحضرمية في قلب بيروت النابض حي الحمراء مقابل ممشى الروشة مكان جيد ومناسب لقضاء أوقات ممتعه هناك كما انه يوجد جلسات ارضية وطاولات حسب الرغبة ملاحظة لا توجد مواقف خاصة للسيارات 
oclar_1star,الطعام الذي يقدمه ليس جيدا
oclar_1star,معاملة 
oclar_1star,"Zero star for food, 5 stars for view لا تفكر تطلب أكل ولا كبة ولا شي. اركيلة جيده مع فنجان قهوة"
oclar_1star,مكان معفن و قذر و الستاف حراميه و نصابين زي معظم مطاعم الروشه، قعدنا فيه يوم الاربعاء 12-9-2018 الساعه 6:30 مساءا و طلبنا الاوردر ليمون بالنعناع و فجآه نزلنا مياه بالعافيه و احرجته مرتين و قولتله مش واخد المياه لاني ما طلبتهاش،قالي لا لازم تاخدها و بتنزل اجباري علي الحساب قولتله ده شغل سرقه و حراميه و قومت سيبت المكان و مشيت و رغم موقعه المميز قدام سخره الروشه الا انه نتيجه السرقه و الستاف الغير محترم و اسلوبهم اقذر ما يكون فالمكام بتعدي عليه تلاقيه فاضي عشان ما حدش طايق يدخله، تحذير ابتعدوا عن الاماكن الي علي الروشه و خصوصا المكان ده لانه نصاب و العاملين غير محترمين و اتعاملوا معاهم بمنتهي الحزم عشان ما حدش يستغلكم
oclar_2star,مقبوال
oclar_2star,ماعجبني لأكل و موظفة صندوق نمرودة
oclar_1star,غير منظم واخطاء في الطلبات
oclar_1star,زدت نجم لاءنو اكلون بيشه
oclar_1star,عادي
oclar_1star,حلو بس الاسعار وصارو يبخلو علي الثوم والجبنه
oclar_1star,ما بيأخذوا ك كارت شو هذا
oclar_2star,لاستقبال لا بأس الطعام سيئ جداً لا طعم ولا شكل ولا رائحة
oclar_2star,الو
oclar_1star,من زمان كنت عم اشتغل بقلعة تشكن الله يرحم هديك الايام
oclar_2star,القلعة تشكن
oclar_1star,بدها كتير شغل عليها ضروري لان موقعها كتير حلو وكبيرة لازم يحسنو فيها اكتر
oclar_2star,شعبي نوعا ما
oclar_1star,قهوة ومطعم شعبي
oclar_1star,ما حلو وتقليدي واسعار غاليه عالفاضي وبحس حالو الواحد بالبيت
oclar_2star,جيد
oclar_1star,ولو نطلب النت ينزل عالفاتورة بعكس كل الكافيات ..
oclar_1star,خدمة ضعيفة
oclar_1star,"ATTENTION MADO YOU ARE:CHEATERS They do not have good manners to the Tourist customers specially in their Branch at Princess Island in Turkey. تحذير هام انتبهوا من محلات مادو لانهم غشاشين وحرامية.لانه في يوم 17 ابريل 2017 كنا في فرعهم في جزيرة الامراء(جزيرة الاميرات) وسألناهم عن سعر كرة البوظة الواحدة فأجابونا بأنها ب 3 ليرات تركية فأخذنا 9 كرات ولازم يكون المجموع 27 ليرة ولكنهم طالبونا ب50 ليرة وقالوا بأنهم وضعوا لنا البوظة في كباية بسكوت فاخرة غالية الثمن مع اننا لم نطلب ذلك ولم ياخذ اي احد رأينا وكنت وقتها مع زوجتي وأولادي الصغار فطلبت ان اتكلم مع المدير فجاء واخبرته بالموضوع فقال لي ادفع 40 ليرة وعندما رفضت لان السعر هو 27 ليرة حسب الاتفاق هجم علي ومسكه احد الموظفين فاضررت لترك زوجتي واولادي في المحل والذهاب لاحضار الشرطة التي حلت الموضوع وقالت لي ان ادفع الثمن المتفق عليه وليس الثمن الذي طلبه مني المدير والموظفون فانتبهوا من هذاه المحلات الغشاشين Attention: In Mado Stores, they are cheaters, and they use Violence against tourist customers, like what happened with us in their store in Princess island in Turkey on Monday 17 April 2017. when the Director attacked me when i refused to pay the amount they asked because the real price was 27 TL but they wanted 50 TL then i called the Police to solve this problem "
oclar_1star,بالمقارنة مع مادو تركيا كل شي بهالمطعم زبالة
oclar_2star,الشاي التركي مش طيب وبايت
oclar_1star,عادي
oclar_1star,الطعام لذيذ لكن الخدمه في توصيل الطلبات بطيئه
oclar_1star,لابأس
oclar_1star,) جيد ولكن الاسعار عالية جدا ...كيلو اجاج ٦٦٠٠٠ كرمال ٣ سمكات!!!!
oclar_1star,عادي واقل من عادي
oclar_2star,حلووو
oclar_2star,صالة ضيقة مليئة بالزبائن والتدخين
oclar_2star,كتير طيبين
oclar_1star,سيء جدا جدا جدا جدا جدا ................................................................................................................... ََ............................ َََ
oclar_2star,احب ذلك الماكينه 
oclar_2star,غير سخي ....يأخذ ثمن السندويش وزياده مكونات السندويش شبه خاليه من اللحم
oclar_2star,اسعار غير مدروسه
oclar_1star,تمييز بين الزبائن
oclar_1star,اكله مش طيب
oclar_1star,خدمة سيئ جدا من يريد أن يدخل المستشفى فل يأكل من هذا المطعم 
oclar_1star,من يريد ان يتسمم ليذهب إلى هوتشكن 
oclar_1star,شغلة كبيرة بس غالي ومافي نسوان حلوة
oclar_1star,نجمة واحدة بزايدة لا الاكل منيح ولا نظافة منيحة 
oclar_1star,جيد.
oclar_1star,يلزمه النظافة اكثر ومراقبة الطعام جيدآ
oclar_2star,الاستقبال لا بأس الطعام سيئ جداً لا طعم ولا شكل ولا رائحة
oclar_1star,سيئ جداً
oclar_2star,سهرة حلوة
