id,weak_label,ambience_subtype,ambience_subtype_all,contains_ambience_keyword,is_hard_negative,risk_keyword,high_precision_hits,single_token_hits,hard_negative_hits,score,review_status,notes,label_confidence,polarity
hadyelsahar/ar_res_reviews:5168,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe | privacy,True,True,المطعم,,الديكور | المطعم | خصوصيه,البرجر | غاليه,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5176,hard_negative_candidate,space_crowding,space_crowding | parking,True,True,,,زحمه | موقف,البرجر | البيتزا,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5177,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,الدجاج | الطعم | بدون بصل,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:5182,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الطاولات,الطعم,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5188,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المحل,,المحل | فاضي,الاسعار | الاكل | الوجبه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5224,hard_negative_candidate,outdoor_view,general_place_vibe | outdoor_view,True,True,الفرع | المحل | برا,,الفرع | المحل | برا | كئيب,البطاطس,4.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5234,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5236,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,الاسعار,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5244,hard_negative_candidate,temperature_ac,temperature_ac,True,True,بارد,,التكييف | بارد | حر,الاكل | الساندويتش,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5254,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم | المكان,,المطعم | المكان,الاكل | مبالغ فيه,2.6,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:5256,hard_negative_candidate,privacy,privacy | general_place_vibe,True,True,المطعم,قسم العوائل,المطعم,الموظفين,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5263,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac,True,True,المطعم | حار,,المطعم | حار,الاسعار | الموظف | مبالغ فيها | مبالغ فيه,2.6,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:5265,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم | المكان,,المطعم | المكان | مزدحم,الخبز | الدجاج | الطعم | الموظفين | الوجبه,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5266,hard_negative_candidate,temperature_ac,temperature_ac | general_place_vibe | seating_comfort | smell,True,True,المطعم | بارد | رائحه | زيت,,التكييف | المطعم | بارتشن | بارد | رائحه | طاوله,الاكل | طعمه,7.2,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5268,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac | space_crowding | privacy,True,True,المطعم | المكان | حار,,المطعم | المكان | حار | زحمه | عوائل,الاسعار | السعر | الطعم | الموظفين | تاخر الطلب,5.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5274,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,الخبز | النادل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5295,hard_negative_candidate,,,False,True,,,,الطعم | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:5299,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الجدران | المطعم,الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5300,hard_negative_candidate,temperature_ac,temperature_ac | seating_comfort | general_place_vibe | smell,True,True,المطعم | المكان | رائحه,,التكييف | الجلسه | المطعم | المكان | رائحه,الارز | الاكل | طعمه | طعمها,5.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5301,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم | رايق,الطعم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5306,hard_negative_candidate,privacy,privacy | noise_music,True,True,,قسم العوائل,ازعاج,الاكل,3.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5307,hard_negative_candidate,privacy,privacy | decor_furniture,True,True,,قسم العوائل,الديكور,الطعام | الطعم,3.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5308,hard_negative_candidate,temperature_ac,noise_music | parking | temperature_ac,True,True,حار,,ازعاج | اطفال | المواقف | حار,السعر | نيء,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5311,hard_negative_candidate,seating_comfort,seating_comfort | parking,True,True,بارده,,الكرسي | المدخل,الخبز | الدجاج,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5317,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,السعر | مبالغ فيه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5319,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسات | المطعم,الطعم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5336,hard_negative_candidate,seating_comfort,general_place_vibe | seating_comfort | parking,True,True,المطعم,,الجو | الطاولات | المدخل | المطعم,الاسعار | الاكل,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5337,hard_negative_candidate,seating_comfort,seating_comfort | decor_furniture,True,True,,,الجلسات | الجلسه | الديكور,الاكل | السعر | غالي,3.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5346,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المحل,,المحل | مزدحم,السعر | الطعم | الوجبه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5350,hard_negative_candidate,space_crowding,space_crowding,True,True,,,زحمه,البرجر | الدجاج,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5351,hard_negative_candidate,space_crowding,space_crowding,True,True,,,زحمه,البطاطس,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5358,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المحل,,المحل | زحمه | ضيق,البطاطس,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5365,hard_negative_candidate,,,False,True,قديمه,,,الاسعار | البرجر | البطاطس | الفاتوره | مبالغ فيها | مبالغ فيه,0.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5387,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,,,رايق,البيتزا | التوصيل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5403,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسه | المطعم,اللحم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5409,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,المطعم بارد,المطعم,الطعم | طعمه | طعمها | غاليه | مبالغ فيها | مبالغ فيه,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5426,hard_negative_candidate,parking,parking | space_crowding,True,True,,ما فيه مواقف,زحمه | مواقف,الاسعار,4.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5448,hard_negative_candidate,parking,general_place_vibe | parking | seating_comfort,True,True,المكان,,المكان | المواقف | طاوله,الاكل,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5468,hard_negative_candidate,seating_comfort,general_place_vibe | seating_comfort | parking,True,True,الطاوله | وسخه,,الجو | الطاوله | المواقف | موقف,الموظفين | غاليه,4.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5476,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,الاسعار | الاكل | الدجاج,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5484,hard_negative_candidate,parking,general_place_vibe | parking,True,True,المحل,,المحل | مواقف,الاكل | الخبز | طعمه | غلط | ناقصه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5487,hard_negative_candidate,privacy,general_place_vibe | privacy,True,True,المطعم,,المطعم | عوايل,الدجاج | اللحم | الوجبه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5488,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe | bathroom_facilities,True,True,المحل,,الطاولات | المحل | مغسله,الكاشير,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5498,hard_negative_candidate,noise_music,noise_music,True,True,,,اطفال,البرجر | الخبز | الوجبه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5499,hard_negative_candidate,,,False,True,,,,السعر | الطعم | وقت طويل | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:5505,hard_negative_candidate,,,False,True,,,,الاسعار | الاكل | مبالغ فيها | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5508,hard_negative_candidate,privacy,privacy | seating_comfort | general_place_vibe,True,True,الطاوله | المكان,قسم العوائل,الطاوله | المكان,الاسعار | الخبز,4.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5521,hard_negative_candidate,,,False,True,,,,الاسعار | الاكل | مبالغ فيها | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5522,hard_negative_candidate,temperature_ac,seating_comfort | general_place_vibe | temperature_ac,True,True,المطعم | بارد,,الجلسات | المطعم | بارد,الاسعار | الاكل | الخبز | الفاتوره | طعمه | مبالغ فيها | مبالغ فيه,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5528,hard_negative_candidate,temperature_ac,outdoor_view | general_place_vibe | seating_comfort | temperature_ac,True,True,بارد,جلسات خارجيه,الاجواء | الجلسات | بارد,البطاطس | الساندويتش,5.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5532,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسات | المطعم,الطعام,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5533,hard_negative_candidate,,,False,True,,,,مبالغ فيها | مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5537,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الجلسات | المطعم,الاسعار,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5539,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الطاولات,غالي,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5544,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم | المكان,,الجلسه | المطعم | المكان,الاسعار | مبالغ فيه,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5566,hard_negative_candidate,seating_comfort,seating_comfort | decor_furniture | general_place_vibe,True,True,المحل | المطعم,,الجلسات | الديكور | المحل | المطعم,السعر | السلطه | الطعام,4.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5567,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding | noise_music,True,True,المطعم,,المطعم | زحمه | صجه | ضيق,الاكل | الطعم,4.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5570,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5573,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac,True,True,المطعم | بارد,,المطعم | بارد,الاكل | ساعه كامله,2.6,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5574,hard_negative_candidate,decor_furniture,decor_furniture | privacy,True,True,,,الديكور | خصوصيه,الاكل | غاليه,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5577,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم,,المطعم | هادي,الاكل | طعمه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5579,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,الطاوله | المحل | المطعم | زيت,,الطاوله | المحل | المطعم | ساتر,الخبز | الطعام | الطعم | غاليه,5.2,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5585,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe | smell,True,True,المطعم | المكان,,الجلسه | المطعم | المكان | دخان,الاكل | البيتزا | الدجاج | اللحم,4.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5586,hard_negative_candidate,space_crowding,general_place_vibe | space_crowding,True,True,المطعم,,المطعم | ضيقه,البرجر,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5587,hard_negative_candidate,lighting,general_place_vibe | lighting,True,True,المطعم,,المطعم | مظلم,السعر | طعمه | غالي,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5591,hard_negative_candidate,space_crowding,space_crowding,True,True,,,ضيق,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5597,hard_negative_candidate,parking,parking | general_place_vibe,True,True,المطعم | عالي,الموقع صعب,المطعم,الموظفين,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5604,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاسعار | الاكل | غالي,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5607,hard_negative_candidate,smell,seating_comfort | smell | space_crowding,True,True,ريحه,,الجلسه | ريحه | ضيقه,الاسعار | الدجاج | الرز | الطعم | ما يستاهل,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5611,hard_negative_candidate,temperature_ac,temperature_ac | privacy,True,True,حار,,حار | عوائل,الاكل | السعر,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5612,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,الاسعار | مبالغ فيها | مبالغ فيه,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5615,hard_negative_candidate,decor_furniture,decor_furniture,True,True,,,الديكور,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5617,hard_negative_candidate,bathroom_facilities,general_place_vibe | bathroom_facilities,True,True,المطعم,,المطعم | مغسله,الاكل | الدجاج | الرز | اللحم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5629,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,الاكل | السعر | مبالغ فيه,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5636,hard_negative_candidate,space_crowding,space_crowding,True,True,,,مزدحم,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5638,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac | space_crowding,True,True,المطعم | بارد,,المطعم | بارد | زحمه,الاكل | السعر | الكاشير,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5641,hard_negative_candidate,space_crowding,space_crowding,True,True,,,ضيق | ضيقه,غاليه,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5645,hard_negative_candidate,,,False,True,زيت,,,الشاورما | مبالغ فيه,0.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5672,hard_negative_candidate,lighting,general_place_vibe | lighting | outdoor_view,True,True,,,الاجواء | الاضاءه | الخارجي,غلط,3.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5676,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5684,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسه,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5685,hard_negative_candidate,outdoor_view,outdoor_view | parking | general_place_vibe,True,True,المحل | المطعم | بره,,الخارجي | الدخول | المحل | المطعم | بره,الطعم,5.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5707,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المحل | المطعم | عاليه,,المحل | المطعم,الاسعار | الدجاج | السعر | الشاورما | الطعم | اللحم | ما طلبنا,2.9,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5728,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,القعده,بطيء,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5729,hard_negative_candidate,temperature_ac,seating_comfort | temperature_ac | noise_music,True,True,بارد,,الكرسي | بارد | مزعج,طعمه,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5738,hard_negative_candidate,privacy,privacy | decor_furniture | general_place_vibe,True,True,المطعم,جلسات العوائل | قسم العوائل,الديكور | المطعم,الاكل | الخبز,6.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5743,hard_negative_candidate,temperature_ac,general_place_vibe | temperature_ac,True,True,المطعم | المكان | بارد,,المطعم | المكان | بارد | يكتم,الاسعار | الاكل | الطعام,4.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5747,hard_negative_candidate,privacy,privacy,True,True,زيت,قسم العوائل,,البطاطس | الدجاج | اللحم,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5751,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاسعار,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5755,hard_negative_candidate,decor_furniture,general_place_vibe | decor_furniture,True,True,المطعم,,الجو | الديكور | المطعم,الاسعار | الاكل | الطعم,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5758,hard_negative_candidate,space_crowding,space_crowding,True,True,بارده,,زحمه,الفاتوره | الموظفين,1.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5759,hard_negative_candidate,noise_music,noise_music | general_place_vibe,True,True,,,ازعاج | رايق,الاكل,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5771,hard_negative_candidate,noise_music,noise_music | seating_comfort,True,True,,,اطفال | الجلسات,الخبز | الدجاج | السلطه,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5772,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,,,الجلسات | رايق,الاكل | الخبز | الطعام,2.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5782,hard_negative_candidate,space_crowding,space_crowding,True,True,,,زحمه,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5785,hard_negative_candidate,temperature_ac,noise_music | general_place_vibe | temperature_ac,True,True,المطعم | بارد,,اطفال | المطعم | بارد,الدجاج | الرز | غالي,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5790,hard_negative_candidate,privacy,general_place_vibe | privacy,True,True,المطعم | المكان,,المطعم | المكان | خصوصيه,الاسعار | الاكل | مبالغ فيها | مبالغ فيه,3.6,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5791,hard_negative_candidate,seating_comfort,seating_comfort,True,True,,,الجلسات,الاسعار | الاكل | مبالغ فيها | مبالغ فيه,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5799,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,غاليه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5802,hard_negative_candidate,seating_comfort,seating_comfort | general_place_vibe,True,True,المطعم,,الطاولات | المطعم,الاسعار | الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5803,hard_negative_candidate,,,False,True,,,,مبالغ فيه,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5804,hard_negative_candidate,temperature_ac,decor_furniture | temperature_ac | general_place_vibe,True,True,حار,,الديكور | حار | رايق,الاكل | بطيء,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5805,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاكل | الطعم | طعمه,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5809,hard_negative_candidate,decor_furniture,decor_furniture | seating_comfort | general_place_vibe,True,True,المطعم | قديم | متسخه,الديكور قديم,الديكور | الكراسي | المطعم | قديم,الاكل | السعر | مبالغ فيها | مبالغ فيه,6.9,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5812,hard_negative_candidate,parking,general_place_vibe | parking,True,True,المطعم,,المطعم | المواقف,طعمها | غالي,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5814,hard_negative_candidate,general_place_vibe,general_place_vibe,True,True,المطعم,,المطعم,الفاتوره | غالي | ما طلبت,1.3,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,0
hadyelsahar/ar_res_reviews:5815,hard_negative_candidate,,,False,True,,,,الفاتوره | خطا | ما طلبت,0.0,unreviewed,multi-word hard-negative phrase present - confirmed non-ambience,weak,1
hadyelsahar/ar_res_reviews:5816,hard_negative_candidate,parking,parking,True,True,,,مواقف,الاكل,1.0,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5822,hard_negative_candidate,temperature_ac,temperature_ac | seating_comfort,True,True,بارد,,التكييف | الجلسات | بارد,الاكل,3.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
hadyelsahar/ar_res_reviews:5834,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاكل,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,1
hadyelsahar/ar_res_reviews:5837,hard_negative_candidate,decor_furniture,decor_furniture | general_place_vibe,True,True,المطعم,,الديكور | المطعم,الاكل | الموظفين,2.3,unreviewed,ambience-words present alongside hard-negative cue - likely a non-ambience complaint,weak,0
