row_id,category,priority,source,text_sha256,text_len_chars,text_len_words
25501,جودة الطعام,متوسطة,production,1f2bf90e403ffee7,80,18
25502,جودة الطعام,متوسطة,production,2571d3888bdfa10a,96,17
25503,جودة الطعام,عالية,production,d94b008cfde1ef20,247,44
25504,جودة الطعام,متوسطة,production,ee9faca11ca7a0f6,23,4
25505,جودة الطعام,متوسطة,production,1d46c06dfb3d099b,43,8
25506,جودة الطعام,متوسطة,production,f7b1664fe24d8db3,122,24
25507,جودة الطعام,متوسطة,production,4fea8821ebe1753f,61,10
25508,خدمة الموظفين,متوسطة,production,026281a13c11985c,337,69
25509,خدمة الموظفين,متوسطة,production,bb60ee7b826e8c82,14,3
25510,جودة الطعام,متوسطة,production,305e0f645a4a046b,118,23
25511,جودة الطعام,متوسطة,production,a7be970282f94c4c,119,20
25512,جودة الطعام,متوسطة,production,fa937330b5f75ca5,227,43
25513,جودة الطعام,متوسطة,production,96085d52de0db2ba,713,127
25514,خدمة الموظفين,متوسطة,production,a99a1bef263ed0eb,79,14
25515,جودة الطعام,متوسطة,production,17b7262051eb52d2,28,6
25516,خدمة الموظفين,متوسطة,production,8ff637e4b05f39cd,154,25
25517,جودة الطعام,متوسطة,production,627185177ea41d55,27,5
25518,جودة الطعام,متوسطة,production,2629d64ac075e7ce,59,11
25519,النظافة,متوسطة,production,59d386727320286d,3,1
25520,جودة الطعام,متوسطة,production,fc792c6bfc2cddef,11,2
25521,خدمة الموظفين,متوسطة,production,b5093e24e3817843,128,23
25522,السعر والقيمة,عالية,production,6a181410612079e6,234,45
25523,جودة الطعام,متوسطة,production,eabc402d24844b28,76,12
25524,خدمة الموظفين,متوسطة,production,9f4c368809df150b,34,7
25525,جودة الطعام,متوسطة,production,c413084645f4e40d,88,13
25526,خدمة الموظفين,متوسطة,production,d1b170ba36971503,97,18
25527,خدمة الموظفين,متوسطة,production,32fcff78752e528f,99,16
25528,السعر والقيمة,عالية,production,3da0c15d6f82727c,108,20
25529,جودة الطعام,متوسطة,production,7b1a75229d954cd0,27,4
25530,جودة الطعام,متوسطة,production,c7168de80f4b0152,279,49
25531,جودة الطعام,عالية,production,3e57f63416592cc7,555,95
25532,خدمة الموظفين,متوسطة,production,23f3a32f0d19a582,24,4
25533,السعر والقيمة,منخفضة,production,8ccfd3e05bb6f006,11,3
25534,السعر والقيمة,عالية,production,3922ec50e12e2d34,84,15
25535,خدمة الموظفين,متوسطة,production,05e780e8a107b656,59,8
25536,خدمة الموظفين,متوسطة,production,386118ddc8b86fb5,117,23
25537,السعر والقيمة,عالية,production,3cf1a13837048cbc,335,68
25538,جودة الطعام,متوسطة,production,f997d93c10e6ea7b,256,45
25539,خدمة الموظفين,متوسطة,production,ae34e60c7241caf4,49,10
25540,جودة الطعام,متوسطة,production,e042bc925ec0bb20,57,10
25541,خدمة الموظفين,متوسطة,production,ac5f71b13dd0123f,23,5
25542,جودة الطعام,متوسطة,production,518f29439b7d36ee,59,10
25543,جودة الطعام,متوسطة,production,fa25db03db3e2681,81,14
25544,جودة الطعام,متوسطة,production,ff179dbf92f232c2,85,15
25545,وقت الانتظار,متوسطة,production,d22aebfeba54f959,46,7
25546,خدمة الموظفين,متوسطة,production,5e022ce55995f4ad,54,10
25547,جودة الطعام,متوسطة,production,44a63bec5ff239ce,17,3
25548,جودة الطعام,متوسطة,production,dad86e0d124e9e3f,95,17
25549,خدمة الموظفين,متوسطة,production,f09e241666956d01,91,14
25550,جودة الطعام,متوسطة,production,c3fdf1ee118857af,110,22
25551,جودة الطعام,متوسطة,production,c93089c1f96176aa,22,4
25552,جودة الطعام,متوسطة,production,16a3edfc83432030,19,4
25553,السعر والقيمة,منخفضة,production,7b913c7edb8993d9,66,13
25554,جودة الطعام,متوسطة,production,a9d1351b6855ad31,20,4
25555,جودة الطعام,متوسطة,production,e851e2431b9dcf2d,164,32
25556,خدمة الموظفين,متوسطة,production,dcc5d1cd567183a0,78,15
25557,السعر والقيمة,عالية,production,148133d91472464b,88,19
25558,جودة الطعام,متوسطة,production,858a60442d23936b,26,5
25559,جودة الطعام,متوسطة,production,3719cfd44088b56f,61,10
25560,جودة الطعام,متوسطة,production,4169ed9dfdcb7ef7,68,14
25561,جودة الطعام,متوسطة,production,4e28b353f3d255fd,64,11
25562,خدمة الموظفين,عالية,production,c5a8c467e20c03e3,100,18
25563,السعر والقيمة,عالية,production,699afb3602df8a89,123,24
25564,جودة الطعام,متوسطة,production,015b5d1f93eb74d6,96,17
25565,جودة الطعام,متوسطة,production,c9a993cf8df23c66,103,18
25566,جودة الطعام,متوسطة,production,35719b421f22d238,203,33
25567,جودة الطعام,عالية,production,7c41d0387e1bf33a,108,18
25568,خدمة الموظفين,متوسطة,production,ece6c9a1ac080764,85,15
25569,السعر والقيمة,متوسطة,production,7b997747934c7b5e,156,26
25570,النظافة,متوسطة,production,339d5a2c00be3ea2,44,7
25571,خدمة الموظفين,متوسطة,production,7154bc07dd8d6f88,20,4
25572,وقت الانتظار,متوسطة,production,0fd22f5a2a302b52,30,6
25573,جودة الطعام,متوسطة,production,4cdf8b92d430f8b6,85,16
25574,جودة الطعام,متوسطة,production,b921a2fb62797a34,40,6
25575,جودة الطعام,متوسطة,production,2252455cf35134bd,34,6
25576,جودة الطعام,متوسطة,production,ebe3bb250ff84ace,74,15
25577,جودة الطعام,متوسطة,production,57678344f65a03de,68,13
25578,السعر والقيمة,متوسطة,production,e8430fbd337dd043,144,25
25579,النظافة,متوسطة,production,756c759f6053af3c,264,43
25580,وقت الانتظار,متوسطة,production,0acd50425eba6b81,45,8
25581,خدمة الموظفين,متوسطة,production,aaed5c69510d48b0,30,5
25582,جودة الطعام,متوسطة,production,489d0f208b5bbf3a,63,12
25583,خدمة الموظفين,متوسطة,production,9dd06d7dfe586d7e,135,24
25584,خدمة الموظفين,متوسطة,production,42dea270da0b9ce1,112,21
25585,جودة الطعام,متوسطة,production,f617f015269d010d,97,17
25586,جودة الطعام,متوسطة,production,51d7e2bd2c24c22b,69,14
25587,خدمة الموظفين,متوسطة,production,d1c5581a3d6ea3e3,24,4
25588,جودة الطعام,متوسطة,production,9b4eb58ba14e85dd,53,9
25589,جودة الطعام,متوسطة,production,f06969ac19150128,37,7
25590,جودة الطعام,متوسطة,production,c09b2d0c099b146f,21,4
25591,خدمة الموظفين,متوسطة,production,265caca841b41009,9,2
25592,خدمة الموظفين,متوسطة,production,fc6a103600a13405,65,10
25593,جودة الطعام,متوسطة,production,646b10d8d5af786c,77,12
25594,خدمة الموظفين,متوسطة,production,f9c1c9f8d8d21276,89,14
25595,خدمة الموظفين,متوسطة,production,a020a01e0414b99b,31,5
25596,خدمة الموظفين,متوسطة,production,a4a2e9879e87387c,96,17
25597,جودة الطعام,متوسطة,production,0bca971b2e5d2809,91,16
25598,خدمة الموظفين,متوسطة,production,1b22421b42bfb3f5,102,16
25599,جودة الطعام,متوسطة,production,d4677f79e6fb0f25,64,10
25600,خدمة الموظفين,متوسطة,production,0904c03348b75536,70,11
25601,خدمة الموظفين,متوسطة,production,78401375d524d087,61,12
25602,خدمة الموظفين,متوسطة,production,98149bfe8549cca7,44,8
25603,خدمة الموظفين,متوسطة,production,58f0d5ac72168c5b,23,4
25604,جودة الطعام,متوسطة,production,dff739df2554794a,112,20
25605,جودة الطعام,متوسطة,production,89dac4244e06afa1,31,6
25606,السعر والقيمة,عالية,production,9fb9ec9486f2765e,184,36
25607,جودة الطعام,متوسطة,production,f62fdcfca30d12a2,67,11
25608,خدمة الموظفين,متوسطة,production,84ca6f4ff6766884,28,5
25609,السعر والقيمة,منخفضة,production,cb057c8216a8d52b,34,5
25610,خدمة الموظفين,متوسطة,production,8b1828168e699f60,36,6
25611,السعر والقيمة,منخفضة,production,76e42f4bd1acd287,76,13
25612,السعر والقيمة,منخفضة,production,6073e73bcdf106c0,76,13
25613,جودة الطعام,متوسطة,production,1a9ee56eecd4cf08,32,6
25614,خدمة الموظفين,متوسطة,production,9f148087bd3c341d,59,12
25615,جودة الطعام,متوسطة,production,d77150809a80b1fb,21,4
25616,جودة الطعام,متوسطة,production,2bdd86a4682a4dc0,159,31
25617,جودة الطعام,متوسطة,production,a927bce43e4ee316,207,43
25618,جودة الطعام,متوسطة,production,161ac404d493ce7c,74,12
25619,خدمة الموظفين,متوسطة,production,b1e353d6939d10e5,70,14
25620,جودة الطعام,متوسطة,production,92c0c0fb77cb07c7,152,28
25621,خدمة الموظفين,متوسطة,production,4af35c9489f6d4b4,83,15
25622,جودة الطعام,متوسطة,production,4b96a06a2ca3fea9,77,15
25623,جودة الطعام,متوسطة,production,f11a51d4f7e594d0,93,15
25624,جودة الطعام,متوسطة,production,156c2f9e4bfeb6ec,132,24
25625,السعر والقيمة,منخفضة,production,41046e34323795cb,230,43
25626,جودة الطعام,متوسطة,production,84b3f2d5f20c1494,140,24
25627,وقت الانتظار,متوسطة,production,23bc3a3c648e1449,26,5
25628,خدمة الموظفين,متوسطة,production,b4d3f5bdb2cf8390,30,6
25629,خدمة الموظفين,متوسطة,production,e176b79a2110c566,89,15
25630,وقت الانتظار,متوسطة,production,b2c91b38a02239ff,15,3
25631,خدمة الموظفين,متوسطة,production,33912f1ba070aac5,50,9
25632,جودة الطعام,متوسطة,production,6acb3f2481c43588,16,3
25633,جودة الطعام,متوسطة,production,ee65928752439fc4,51,10
25634,خدمة الموظفين,متوسطة,production,5aaf19635a826474,11,2
25635,جودة الطعام,متوسطة,production,bdb5f041efe73e21,20,4
25636,جودة الطعام,متوسطة,production,c81d1cfae77d66a3,79,12
25637,جودة الطعام,متوسطة,production,04e02581dbd5965b,99,19
25638,خدمة الموظفين,متوسطة,production,d9d3686dc5d774ed,44,10
25639,جودة الطعام,متوسطة,production,675c3742539a7614,92,17
25640,جودة الطعام,متوسطة,production,3dc482902ed10609,139,23
25641,خدمة الموظفين,متوسطة,production,4094dc2fe8b3491e,53,8
25642,السعر والقيمة,منخفضة,production,5f4368f339fd8167,15,3
25643,النظافة,عالية,production,775069dc9fcb6cb9,9,2
25644,جودة الطعام,متوسطة,production,324b145def44048a,68,14
25645,خدمة الموظفين,متوسطة,production,dc9ba369e7004283,37,6
25646,السعر والقيمة,منخفضة,production,4c4fc5fcfbbd530f,25,4
25647,خدمة الموظفين,متوسطة,production,23a52a745ad650ce,24,4
25648,خدمة الموظفين,متوسطة,production,ba39ddfe114b78db,16,3
25649,وقت الانتظار,متوسطة,production,6b3715bb6c6c4515,77,15
25650,جودة الطعام,متوسطة,production,91daceb6e301d6e6,53,10
25651,النظافة,متوسطة,production,a43e0751b39d0a35,113,22
25652,جودة الطعام,متوسطة,production,42c2e55cd7fbf83c,44,9
25653,جودة الطعام,متوسطة,production,b4810ce282913583,150,30
25654,السعر والقيمة,عالية,production,8c69669c2a4bfb7f,259,49
25655,خدمة الموظفين,متوسطة,production,2d46661e6e09d60a,110,21
25656,جودة الطعام,متوسطة,production,c0580bef7ce66b29,60,11
25657,جودة الطعام,متوسطة,production,9d2f11c508718b31,103,20
25658,السعر والقيمة,عالية,production,068212d181da1f0b,341,62
25659,جودة الطعام,متوسطة,production,4a3d91ce5a25dffa,193,35
25660,جودة الطعام,متوسطة,production,ce7d17c1385f5fa5,62,11
25661,خدمة الموظفين,متوسطة,production,1d43d3ac6d5aa237,85,17
25662,جودة الطعام,متوسطة,production,538c79196a133dd4,8,2
25663,جودة الطعام,متوسطة,production,7880fb7a09c84b44,680,127
25664,خدمة الموظفين,متوسطة,production,00175172cc3c7387,72,15
25665,جودة الطعام,متوسطة,production,be4d277cda259c01,64,13
25666,وقت الانتظار,متوسطة,production,2aa0199d4451df58,42,8
25667,جودة الطعام,متوسطة,production,ddc360a4f8c8c354,177,34
25668,وقت الانتظار,متوسطة,production,b59d7d0bbfacb200,156,32
25669,جودة الطعام,متوسطة,production,004036996be69dfe,8,2
25670,جودة الطعام,متوسطة,production,d5e41f6c93cfb8d5,173,28
25671,خدمة الموظفين,متوسطة,production,9226203b36e582ac,65,12
25672,خدمة الموظفين,متوسطة,production,1e4f67f0eefea650,102,18
25673,جودة الطعام,متوسطة,production,62ea1abc4b446a08,208,33
25674,خدمة الموظفين,متوسطة,production,6bf1ab7a3eebfff9,29,6
25675,وقت الانتظار,متوسطة,production,ffacc8a12282b3e9,17,3
25676,جودة الطعام,متوسطة,production,92f8c7e59b30f8d1,124,23
25677,السعر والقيمة,منخفضة,production,8005d7f21ddb9461,32,5
25678,خدمة الموظفين,متوسطة,production,81662ea5acd58b2c,149,30
25679,خدمة الموظفين,متوسطة,production,1d9c7be11851e27b,71,13
25680,جودة الطعام,متوسطة,production,5209588eb59c8fa3,257,57
25681,جودة الطعام,متوسطة,production,711a4837708047c8,43,7
25682,السعر والقيمة,عالية,production,c7c7b5f4276301e0,88,16
25683,السعر والقيمة,عالية,production,3764205a364354ad,41,8
25684,جودة الطعام,متوسطة,production,e535f6bc9a0d194f,68,13
25685,جودة الطعام,متوسطة,production,12b4688cb86d5d33,36,6
25686,السعر والقيمة,عالية,production,4ae41e170c0e241f,395,70
25687,جودة الطعام,متوسطة,production,2701c209726a1d65,218,44
25688,جودة الطعام,عالية,production,f789c341dec5a846,67,13
25689,جودة الطعام,متوسطة,production,c382028a2dda5f21,74,14
25690,وقت الانتظار,متوسطة,production,cd1a54015e76e84b,264,47
25691,خدمة الموظفين,متوسطة,production,1475113a9565e61c,70,14
25692,جودة الطعام,متوسطة,production,7e0fb286daf71117,37,8
25693,جودة الطعام,متوسطة,production,d65d04721eb9caa9,77,15
25694,خدمة الموظفين,متوسطة,production,7b23190ff4422b42,80,14
25695,السعر والقيمة,عالية,production,e4e4454aa305242e,173,33
25696,خدمة الموظفين,متوسطة,production,e6dc3497b390ed30,68,12
25697,خدمة الموظفين,متوسطة,production,6624bb2b8a9fd298,185,31
25698,خدمة الموظفين,متوسطة,production,85f55d35b34e947b,100,19
25699,خدمة الموظفين,متوسطة,production,2b6e2b4597dba92a,9,2
25700,خدمة الموظفين,متوسطة,production,a60e7a7291f3c26f,28,5
25701,جودة الطعام,عالية,production,e062eded03faba23,269,48
25702,جودة الطعام,متوسطة,production,8adfbb383beafe61,62,11
25703,خدمة الموظفين,متوسطة,production,d6b4913435a23fcf,54,10
25704,جودة الطعام,متوسطة,production,d44db1d1ed38cc58,98,20
25705,السعر والقيمة,منخفضة,production,df9b694c107bc54d,344,58
25706,جودة الطعام,متوسطة,production,62761b0858043257,186,33
25707,جودة الطعام,متوسطة,production,ca85eb32c04e7d63,82,16
25708,جودة الطعام,متوسطة,production,5a907b2b3d6baf21,103,21
25709,جودة الطعام,متوسطة,production,c279865045463fad,67,10
25710,جودة الطعام,عالية,production,f50f11c300b9d9f4,80,15
25711,السعر والقيمة,متوسطة,production,bc6dce800bc5460d,30,5
25712,جودة الطعام,متوسطة,production,745dac07b362d8c3,20,4
25713,جودة الطعام,متوسطة,production,e2823fd6d90674a0,121,21
25714,السعر والقيمة,منخفضة,production,3653531817e4da07,167,31
25715,السعر والقيمة,منخفضة,production,86fcbdcc5f9672e5,36,7
25716,خدمة الموظفين,متوسطة,production,e314bf25355fb614,35,7
25717,جودة الطعام,متوسطة,production,69ba7f51126d78de,110,21
25718,جودة الطعام,متوسطة,production,8a8b7344d81ec7e6,20,3
25719,السعر والقيمة,منخفضة,production,725a198c0ac7764e,60,12
25720,خدمة الموظفين,متوسطة,production,326239fd067de492,55,10
25721,السعر والقيمة,منخفضة,production,3a63a27f7607c63c,87,13
25722,السعر والقيمة,عالية,production,1e0c7b8a96e73fbd,250,46
25723,جودة الطعام,متوسطة,production,3acf47af0e4e73f2,59,10
25724,السعر والقيمة,منخفضة,production,d9be0a1f0b0f2553,23,4
25725,جودة الطعام,متوسطة,production,868d473799148f92,72,14
25726,جودة الطعام,متوسطة,production,1b7db3a6f2523458,91,16
25727,السعر والقيمة,منخفضة,production,3062fc6dd552a14b,127,22
25728,خدمة الموظفين,متوسطة,production,3a34eef876dca010,103,20
25729,السعر والقيمة,منخفضة,production,7c8efce6734272b7,121,23
25730,جودة الطعام,متوسطة,production,35de881fb47d1e9f,29,6
25731,خدمة الموظفين,متوسطة,production,02fd03544cb97171,53,10
25732,جودة الطعام,متوسطة,production,346095241a71ba3e,24,5
25733,جودة الطعام,متوسطة,production,b708bbdadc368a71,63,11
25734,جودة الطعام,متوسطة,production,87df3242831f11ff,29,6
25735,جودة الطعام,متوسطة,production,34f13449404b033f,152,29
25736,السعر والقيمة,منخفضة,production,f02b788d26775307,29,6
25737,جودة الطعام,متوسطة,production,4770c321dd5fef57,34,7
25738,جودة الطعام,متوسطة,production,63a9ee7fa29e348d,13,3
25739,السعر والقيمة,منخفضة,production,f0d3c51865b4fc43,34,6
25740,السعر والقيمة,منخفضة,production,5d616f4c19f1ea06,36,6
25741,جودة الطعام,متوسطة,production,561b83c36d03996d,77,15
25742,جودة الطعام,متوسطة,production,13b330cd6fde37b1,90,20
25743,جودة الطعام,متوسطة,production,687b940237965a33,73,12
25744,جودة الطعام,متوسطة,production,26f7081068292985,49,8
25745,جودة الطعام,متوسطة,production,c20a5fc317eb5cf2,125,25
25746,جودة الطعام,متوسطة,production,f97f7a18f5d0dcde,37,7
25747,جودة الطعام,متوسطة,production,67b61132e2f92810,122,24
25748,النظافة,متوسطة,production,35f0294d6ab2d0f9,47,8
25749,جودة الطعام,متوسطة,production,d34477453d46155b,82,14
25750,جودة الطعام,متوسطة,production,749397b67898538c,201,36
25751,خدمة الموظفين,متوسطة,production,9d163673908b6b7b,36,7
25752,جودة الطعام,متوسطة,production,140325ef9ebb5e35,135,23
25753,خدمة الموظفين,متوسطة,production,9b815d56be23a789,53,9
25754,جودة الطعام,عالية,production,22498537681d7627,55,11
25755,جودة الطعام,متوسطة,production,d90fbbbb7c9de996,133,24
25756,جودة الطعام,متوسطة,production,c73c36b172ffd878,19,5
25757,السعر والقيمة,منخفضة,production,f5f0c50681145c7c,451,84
25758,السعر والقيمة,عالية,production,e2ad4358f2788678,357,66
25759,وقت الانتظار,متوسطة,production,4f82179a5f74e3f4,99,19
25760,السعر والقيمة,منخفضة,production,f06de29dc756bf59,144,29
25761,جودة الطعام,متوسطة,production,9b70f630b7f9154e,89,15
25762,وقت الانتظار,متوسطة,production,74a958e0e920bbda,43,9
25763,جودة الطعام,متوسطة,production,88948b1e3e32ada1,34,5
25764,جودة الطعام,متوسطة,production,91c091f6ecde77b0,254,41
25765,خدمة الموظفين,متوسطة,production,22d3d2f284196b0d,25,4
25766,خدمة الموظفين,متوسطة,production,c6eab898195e582c,51,9
25767,السعر والقيمة,منخفضة,production,35e5320038cdfb7d,150,30
25768,السعر والقيمة,منخفضة,production,01aa8173df78cfad,48,9
25769,وقت الانتظار,متوسطة,production,11b9bbd535f43115,72,13
25770,خدمة الموظفين,متوسطة,production,3b19292a41b5f214,47,8
25771,جودة الطعام,عالية,production,9eb013f2bd100684,172,34
25772,السعر والقيمة,عالية,production,1c14bee6ee1588c9,394,73
25773,جودة الطعام,متوسطة,production,47131f14c9a0930b,23,4
25774,النظافة,عالية,production,cccadd25fab04069,107,19
25775,خدمة الموظفين,متوسطة,production,0c9218c5d0d31dc1,43,8
25776,جودة الطعام,متوسطة,production,8ad2d61f78992b3a,38,7
25777,السعر والقيمة,عالية,production,a4ce202a68823949,69,13
25778,جودة الطعام,متوسطة,production,11957fe9300280bb,111,21
25779,جودة الطعام,متوسطة,production,520994ee12ef1b6e,92,17
25780,جودة الطعام,متوسطة,production,8d8df29d9f479d72,58,11
25781,جودة الطعام,متوسطة,production,8ecca6f9c07d80b8,35,7
25782,خدمة الموظفين,متوسطة,production,726ee6024ce0216b,104,19
25783,وقت الانتظار,متوسطة,production,715be67c4b8c705e,63,11
25784,جودة الطعام,متوسطة,production,fcd87d99c831d985,56,12
25785,وقت الانتظار,متوسطة,production,d25b41436a181413,63,11
25786,جودة الطعام,متوسطة,production,6695aaafb138030d,319,52
25787,جودة الطعام,متوسطة,production,5a30c42b63a915b5,49,8
25788,خدمة الموظفين,متوسطة,production,6578f16558bed33d,76,14
25789,وقت الانتظار,متوسطة,production,7cce7b6414466d46,54,11
25790,جودة الطعام,متوسطة,production,1b7044a99914b348,125,23
25791,جودة الطعام,متوسطة,production,2c1f65cbe7411fe4,284,57
25792,جودة الطعام,متوسطة,production,abead284f6858b4c,54,10
25793,خدمة الموظفين,متوسطة,production,728604da731a5754,15,3
25794,جودة الطعام,متوسطة,production,11794ce062d7f919,30,6
25795,السعر والقيمة,منخفضة,production,c2a2cfae2ff65460,293,53
25796,السعر والقيمة,منخفضة,production,21de67fec782df7a,168,30
25797,جودة الطعام,متوسطة,production,bb0817439b013bef,76,14
25798,خدمة الموظفين,متوسطة,production,ff0b6e5b432f50fc,95,17
25799,السعر والقيمة,منخفضة,production,200ee0713d4c7e32,50,8
25800,خدمة الموظفين,متوسطة,production,49f3a9b4caff68d6,130,26
25801,وقت الانتظار,متوسطة,production,0d457e98b6ed7ba4,29,6
25802,جودة الطعام,متوسطة,production,cc24a25ba5f4f97d,162,31
25803,خدمة الموظفين,متوسطة,production,aea29ca43a9c6385,62,11
25804,جودة الطعام,متوسطة,production,52789c95d29da815,76,13
25805,جودة الطعام,متوسطة,production,508a595a5f660a4e,205,38
25806,السعر والقيمة,منخفضة,production,18d255883fce92a3,48,9
25807,جودة الطعام,متوسطة,production,044f055e73683432,181,31
25808,السعر والقيمة,عالية,production,ef0aeed50f634c1c,143,25
25809,خدمة الموظفين,متوسطة,production,c2f20a4e3ac97f37,138,27
25810,جودة الطعام,متوسطة,production,5e9c664a1d3b5121,40,7
25811,جودة الطعام,متوسطة,production,199941c765341264,103,20
25812,السعر والقيمة,منخفضة,production,7e8050541edb7410,38,7
25813,السعر والقيمة,منخفضة,production,3a820c24ba713ca8,116,18
25814,السعر والقيمة,منخفضة,production,0d4abe2737244242,119,22
25815,السعر والقيمة,منخفضة,production,78b2c278b43f5e4d,77,16
25816,خدمة الموظفين,متوسطة,production,b62cb48d81f0ae3d,74,13
25817,السعر والقيمة,منخفضة,production,414a7fafe53c7c3b,147,29
25818,جودة الطعام,متوسطة,production,f9e812591acf94cf,15,3
25819,جودة الطعام,متوسطة,production,3b7774da67830c0d,291,50
25820,السعر والقيمة,متوسطة,production,1c1eea37d71aa9b0,47,9
25821,السعر والقيمة,منخفضة,production,d5aa6a19a0ed8e0f,157,33
25822,السعر والقيمة,متوسطة,production,23dff35886bbdb69,83,16
25823,خدمة الموظفين,متوسطة,production,f97154f7c493463f,29,4
25824,وقت الانتظار,متوسطة,production,0fa5493e3d20938f,35,8
25825,جودة الطعام,متوسطة,production,07e7e8b019919eb7,39,7
25826,جودة الطعام,متوسطة,production,2a1afc02fe16d367,55,10
25827,جودة الطعام,متوسطة,production,dd93f82ffd5cda8a,22,5
25828,خدمة الموظفين,متوسطة,production,f599135402eb4c80,23,4
25829,السعر والقيمة,منخفضة,production,51af3e67ce3b46e9,238,43
25830,جودة الطعام,متوسطة,production,c72de4dd4accf451,47,9
25831,السعر والقيمة,متوسطة,production,084767cbaed348a4,143,27
25832,جودة الطعام,متوسطة,production,40d4f30b2250593a,103,19
25833,جودة الطعام,متوسطة,production,c7d05fe50f9d0449,106,22
25834,خدمة الموظفين,متوسطة,production,4daa22ceb4a9307f,210,40
25835,جودة الطعام,متوسطة,production,f761cd141205db4c,20,4
25836,وقت الانتظار,متوسطة,production,a90751b8e86292c9,66,11
25837,جودة الطعام,متوسطة,production,e784fc8630d464c2,40,9
25838,السعر والقيمة,منخفضة,production,4206ff217c7e9ef8,41,7
25839,جودة الطعام,متوسطة,production,48bce21d84099810,49,8
25840,السعر والقيمة,منخفضة,production,32f5b4d0202d0a5b,106,22
25841,السعر والقيمة,منخفضة,production,5ccd8f1fd7dc3b8e,19,4
25842,خدمة الموظفين,متوسطة,production,25e19d47e1dab156,292,51
25843,جودة الطعام,متوسطة,production,c513f2143deb3d1c,57,10
25844,جودة الطعام,متوسطة,production,cfbeb1e114a51204,61,12
25845,السعر والقيمة,عالية,production,2474ffe62d954c41,82,15
25846,جودة الطعام,متوسطة,production,a00aa4655a802301,92,16
25847,جودة الطعام,متوسطة,production,381091d1554e5b18,33,6
25848,جودة الطعام,عالية,production,e4499f75d29b3b68,116,23
25849,جودة الطعام,متوسطة,production,0d768a4a2b9a41c9,15,3
25850,السعر والقيمة,منخفضة,production,f98c210c2db71564,29,5
25851,جودة الطعام,متوسطة,production,db1c68feeaacfa7d,47,8
25852,جودة الطعام,متوسطة,production,7307c3f0ab9d481e,67,12
25853,وقت الانتظار,متوسطة,production,f97400cd31651919,18,4
25854,جودة الطعام,متوسطة,production,69cd283e5e96dac5,54,10
25855,السعر والقيمة,متوسطة,production,c879147cc84f4223,66,11
25856,جودة الطعام,عالية,production,8c3893006f194623,118,23
25857,السعر والقيمة,منخفضة,production,003199e3a2f3b47f,14,2
25858,السعر والقيمة,عالية,production,97caa404a2686121,234,45
25859,السعر والقيمة,منخفضة,production,950b080bc75d249d,65,11
25860,وقت الانتظار,متوسطة,production,2e8d8a3663704743,31,6
25861,جودة الطعام,متوسطة,production,9ead0984b0a5ed55,265,54
25862,جودة الطعام,متوسطة,production,29a0c081ac9c3210,67,14
25863,خدمة الموظفين,متوسطة,production,30d2b27589166de0,69,13
25864,جودة الطعام,متوسطة,production,1b8cda28c02a2cfb,83,14
25865,وقت الانتظار,متوسطة,production,da91a90635b716bf,94,20
25866,خدمة الموظفين,متوسطة,production,e42347b41e8f9abf,83,14
25867,خدمة الموظفين,متوسطة,production,548ef60c79b9f70b,13,2
25868,جودة الطعام,متوسطة,production,0639cbdf97b8046e,88,17
25869,جودة الطعام,متوسطة,production,7a4ce5cfb14eb1fb,45,9
25870,خدمة الموظفين,متوسطة,production,fa6ece3648f9f582,79,14
25871,جودة الطعام,متوسطة,production,17d4dd2699325439,13,3
25872,خدمة الموظفين,متوسطة,production,b7982dd74118243d,97,18
25873,خدمة الموظفين,متوسطة,production,196aa6883516435b,34,6
25874,جودة الطعام,متوسطة,production,46fe00ee2c0f867e,26,4
25875,جودة الطعام,متوسطة,production,7f6aa2b7750be5ed,26,5
25876,خدمة الموظفين,متوسطة,production,1118183c4867a008,23,4
25877,وقت الانتظار,متوسطة,production,20ab26a9ec6b7c80,43,7
25878,السعر والقيمة,منخفضة,production,8652152a8bcc761f,35,6
25879,وقت الانتظار,متوسطة,production,2b91e1ef3728f884,41,9
25880,خدمة الموظفين,متوسطة,production,a4ac995b13eabdf2,39,7
25881,جودة الطعام,عالية,production,6e10373571241308,158,30
25882,جودة الطعام,متوسطة,production,2b2282aaeb337460,31,6
25883,النظافة,متوسطة,production,de22f5583bf879b9,23,5
25884,جودة الطعام,متوسطة,production,737953104422e9d3,15,3
25885,خدمة الموظفين,متوسطة,production,1fa018d3cb1179d5,20,4
25886,السعر والقيمة,منخفضة,production,895c83732952b615,50,9
25887,جودة الطعام,متوسطة,production,ae036f0f02070910,137,27
25888,جودة الطعام,متوسطة,production,fe0b7d49922ca5f4,21,3
25889,خدمة الموظفين,متوسطة,production,c71fecb2458f2a7b,181,32
25890,جودة الطعام,متوسطة,production,c252d94bb8ae5963,67,12
25891,السعر والقيمة,عالية,production,895fb5de3bcc34e5,92,18
25892,خدمة الموظفين,متوسطة,production,107b9a409d9adbd9,48,8
25893,جودة الطعام,متوسطة,production,e37d8c7ffe8a936f,513,100
25894,جودة الطعام,متوسطة,production,681af22b7550320f,21,4
25895,جودة الطعام,عالية,production,9cd1e4fed4beb78a,299,58
25896,جودة الطعام,متوسطة,production,310c170a5d17779b,67,13
25897,وقت الانتظار,متوسطة,production,9f949458e618a16f,53,9
25898,جودة الطعام,متوسطة,production,d3b66dbb7e72e3cf,15,3
